series_id	status	title	reason
5252	not_found	The Devil's Descendants	SparkManga search returned no usable /manga/ candidate.
5254	not_found	Fiery consort	SparkManga search returned no usable /manga/ candidate.
5258	not_found	Bouncer	SparkManga search returned no usable /manga/ candidate.
5259	not_found	Shi Shen Zhi Lu	SparkManga search returned no usable /manga/ candidate.
5260	not_found	A Gust of Wind Blows at Daybreak	SparkManga search returned no usable /manga/ candidate.
5261	not_found	Other's Romance	Candidates existed, but none reached the safe match threshold.
5262	not_found	Master of the Divine Beasts	SparkManga search returned no usable /manga/ candidate.
5265	not_found	Sweet Seduction	SparkManga search returned no usable /manga/ candidate.
5267	not_found	Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakattan daga	SparkManga search returned no usable /manga/ candidate.
5269	ambiguous	seed	Multiple or borderline candidates; no mapping was guessed.
5270	not_found	Jank Runk Family	SparkManga search returned no usable /manga/ candidate.
5272	not_found	Kimi wa Ai	Candidates existed, but none reached the safe match threshold.
5274	not_found	Sweety Curing blood	SparkManga search returned no usable /manga/ candidate.
5296	ambiguous	Levi's childhood (fan art)	Multiple or borderline candidates; no mapping was guessed.
5308	ambiguous	Help, My Boyfriend Is a Ghost!	Multiple or borderline candidates; no mapping was guessed.
5331	not_found	Peasant Queen	SparkManga search returned no usable /manga/ candidate.
5333	not_found	W H I Y M?	Candidates existed, but none reached the safe match threshold.
5334	not_found	Fuufu ni Naru Hi	SparkManga search returned no usable /manga/ candidate.
5336	not_found	Mr Ghost Dark Philosophy	SparkManga search returned no usable /manga/ candidate.
5337	not_found	Fox girls are better	SparkManga search returned no usable /manga/ candidate.
5339	not_found	Waking up My Guardian with a Kiss	SparkManga search returned no usable /manga/ candidate.
5340	not_found	Konyakusha ga Akuyaku de Komattemasu	SparkManga search returned no usable /manga/ candidate.
5341	not_found	Akachan Ryuu no Osewagakari ni Ninmei Saremashita	SparkManga search returned no usable /manga/ candidate.
5342	not_found	The Peerless Soldier	SparkManga search returned no usable /manga/ candidate.
5363	not_found	The Antagonist's Pet	SparkManga search returned no usable /manga/ candidate.
5378	not_found	Jibun Kaigi	SparkManga search returned no usable /manga/ candidate.
5379	not_found	The Last Doctors Think of You Whenever They Look up to Cherry Blossoms	SparkManga search returned no usable /manga/ candidate.
5382	not_found	Come Over To My House And Play	SparkManga search returned no usable /manga/ candidate.
5385	not_found	The Boy and the Sea	SparkManga search returned no usable /manga/ candidate.
5387	not_found	Mahou (Wabuchi)	SparkManga search returned no usable /manga/ candidate.
5389	not_found	Endless Rebirth	SparkManga search returned no usable /manga/ candidate.
5390	not_found	Dark Tale	Candidates existed, but none reached the safe match threshold.
5393	not_found	CEO's Contractual Wife	SparkManga search returned no usable /manga/ candidate.
5394	ambiguous	Mother	Multiple or borderline candidates; no mapping was guessed.
5397	not_found	Nagatachou Strawberry	SparkManga search returned no usable /manga/ candidate.
5415	not_found	Young master gu it's enough	SparkManga search returned no usable /manga/ candidate.
5490	ambiguous	Ai ga Shinu no wa Kimi no sei	Multiple or borderline candidates; no mapping was guessed.
5514	not_found	imperfect game	SparkManga search returned no usable /manga/ candidate.
5526	not_found	A Gamer Living with a Cat	SparkManga search returned no usable /manga/ candidate.
5531	ambiguous	The Great Wish	Multiple or borderline candidates; no mapping was guessed.
5553	ambiguous	Devil, Don't Kiss Me	Multiple or borderline candidates; no mapping was guessed.
5557	not_found	My Twin Sister Was Taken As a Miko And I Was Thrown Away But I’m Probably The Miko.	SparkManga search returned no usable /manga/ candidate.
5579	not_found	Duranki	SparkManga search returned no usable /manga/ candidate.
5604	not_found	Promise of an Orchid	SparkManga search returned no usable /manga/ candidate.
5609	not_found	A kiss for the wrong body	SparkManga search returned no usable /manga/ candidate.
5610	not_found	Shooting Girl	SparkManga search returned no usable /manga/ candidate.
5614	not_found	Soil	Candidates existed, but none reached the safe match threshold.
5617	not_found	Hoshi ni Negai o Futatabi	SparkManga search returned no usable /manga/ candidate.
5621	not_found	Azumi	SparkManga search returned no usable /manga/ candidate.
5625	not_found	Dolkara	SparkManga search returned no usable /manga/ candidate.
5626	not_found	Kimi ga Futte Kita Hi	SparkManga search returned no usable /manga/ candidate.
5627	not_found	Moto Sekai Ichi’i Subchara Ikusei Nikki: Hai Player, Isekai wo Kouryakuchuu!	SparkManga search returned no usable /manga/ candidate.
5628	not_found	Ocean memories	SparkManga search returned no usable /manga/ candidate.
5633	not_found	I Want to Have a Boyfriend	SparkManga search returned no usable /manga/ candidate.
5636	not_found	The Disappearing Classroom	SparkManga search returned no usable /manga/ candidate.
5637	not_found	Rain Train	Candidates existed, but none reached the safe match threshold.
5641	not_found	Hatsukoi wa Yuki no You ni Awakute	SparkManga search returned no usable /manga/ candidate.
5643	not_found	The Strongest Warlord Goes to School	SparkManga search returned no usable /manga/ candidate.
5645	not_found	Usotsuki Na Kanojo	SparkManga search returned no usable /manga/ candidate.
5646	not_found	Solitary Girl	SparkManga search returned no usable /manga/ candidate.
5649	not_found	Woman 100%	Candidates existed, but none reached the safe match threshold.
5652	not_found	Dukess belle [OLD]	SparkManga search returned no usable /manga/ candidate.
5654	not_found	Devil's Ear	Candidates existed, but none reached the safe match threshold.
5655	not_found	The Blue Land	SparkManga search returned no usable /manga/ candidate.
5671	not_found	Psycho-Pass: Sinners of the System Case.3 Beyond Love and Hate	SparkManga search returned no usable /manga/ candidate.
5682	ambiguous	HERO'S	Multiple or borderline candidates; no mapping was guessed.
5697	not_found	The Bloody Merchant Empress and the Cold Husband’s Forceful Doting	SparkManga search returned no usable /manga/ candidate.
5742	not_found	Сomplying with Imperial Edict	SparkManga search returned no usable /manga/ candidate.
5762	not_found	Hitoribocchi no ○○ Seikatsu	SparkManga search returned no usable /manga/ candidate.
5772	not_found	The Unsuccessful Yet Academically Unparalleled Sage ~A Cheating S-Rank Sorcerer's Post-Rebirth Adventurer Log~	SparkManga search returned no usable /manga/ candidate.
5831	not_found	Love crisis	SparkManga search returned no usable /manga/ candidate.
5836	not_found	Elephant Invisible	Candidates existed, but none reached the safe match threshold.
5837	ambiguous	Boss! Please Stop Pamper Me!	Multiple or borderline candidates; no mapping was guessed.
5891	not_found	Invincible Sword God	SparkManga search returned no usable /manga/ candidate.
5896	not_found	Let’s Aim For The Deepest Part Of The Otherworldly Labyrinth	SparkManga search returned no usable /manga/ candidate.
5906	not_found	Parasite (Suh Woo-Suk)	SparkManga search returned no usable /manga/ candidate.
6014	not_found	Bloodthirsty Man: Trapped Bride	SparkManga search returned no usable /manga/ candidate.
6022	not_found	People Looked Down on Me for Having a Crummy Job but It Really Isn’t All That Bad?	SparkManga search returned no usable /manga/ candidate.
6034	not_found	The Story of an Engaged Couple That Doesn’t Get Along	SparkManga search returned no usable /manga/ candidate.
6035	not_found	Living as the Tyrant's Older Sister	SparkManga search returned no usable /manga/ candidate.
6043	ambiguous	Blind	Multiple or borderline candidates; no mapping was guessed.
6060	ambiguous	Ingrid, the White Deer	Multiple or borderline candidates; no mapping was guessed.
6075	ambiguous	Requiem	Multiple or borderline candidates; no mapping was guessed.
6077	not_found	Shoujo Hachi Gatsu no	SparkManga search returned no usable /manga/ candidate.
6080	not_found	Naruse-kun Is Bad At Smiling	SparkManga search returned no usable /manga/ candidate.
6099	not_found	Is It Odd That I Became an Adventurer Even If I Graduated the Witchcraft Institute?	SparkManga search returned no usable /manga/ candidate.
6132	not_found	The Moon And The 1/2 Lovers	SparkManga search returned no usable /manga/ candidate.
6134	ambiguous	The special girl	Multiple or borderline candidates; no mapping was guessed.
6139	not_found	Yellow balloon	SparkManga search returned no usable /manga/ candidate.
6168	ambiguous	Pet	Multiple or borderline candidates; no mapping was guessed.
6175	not_found	Star wars rebels	SparkManga search returned no usable /manga/ candidate.
6177	not_found	The Guild Official With The Out-of-the-Way Skill “Shadowy” Is, In Fact, The Legendary Assassin	Candidates existed, but none reached the safe match threshold.
6179	not_found	Samishii Hito	SparkManga search returned no usable /manga/ candidate.
6180	ambiguous	Stairs	Multiple or borderline candidates; no mapping was guessed.
6188	not_found	Struck by a Lightning Bolt	SparkManga search returned no usable /manga/ candidate.
6191	not_found	Touken Ranbu Anthology ~ Hibana Mae, Touken Danshi	SparkManga search returned no usable /manga/ candidate.
6240	not_found	you look very well with rice exclusive	SparkManga search returned no usable /manga/ candidate.
6241	not_found	Reborn Super Goddess	SparkManga search returned no usable /manga/ candidate.
6242	not_found	Pulp girl	SparkManga search returned no usable /manga/ candidate.
6243	not_found	Love Mania Sock	SparkManga search returned no usable /manga/ candidate.
6244	not_found	Natural people	SparkManga search returned no usable /manga/ candidate.
6247	not_found	Every Minute Ends	SparkManga search returned no usable /manga/ candidate.
6248	not_found	The Count Chose an Unladylike Lady	SparkManga search returned no usable /manga/ candidate.
6249	not_found	TOKYO GRIN HORROR CHANNEL	SparkManga search returned no usable /manga/ candidate.
6250	not_found	A Queen's Law of Survival	SparkManga search returned no usable /manga/ candidate.
6251	ambiguous	Eternal Emperor	Multiple or borderline candidates; no mapping was guessed.
6253	not_found	Adolescent Love	SparkManga search returned no usable /manga/ candidate.
6255	not_found	Joker: Killer Smile	SparkManga search returned no usable /manga/ candidate.
6262	ambiguous	Behind	Multiple or borderline candidates; no mapping was guessed.
6267	ambiguous	Boruto SD Special Edition	Spark slug is already mapped to series_id=5907.
6275	ambiguous	I Became the Chef of the Dragon King	Multiple or borderline candidates; no mapping was guessed.
6283	ambiguous	Second Summer, Never See You Again	Spark slug is already mapped to series_id=2318.
6306	not_found	Naruto dj FLOWER ART	SparkManga search returned no usable /manga/ candidate.
6344	not_found	How She Became My Girlfriend	SparkManga search returned no usable /manga/ candidate.
6355	not_found	Arkham Asylum: A Serious House on Serious Earth	SparkManga search returned no usable /manga/ candidate.
6358	not_found	Nostradamus Love	SparkManga search returned no usable /manga/ candidate.
6359	not_found	President, please respect yourself	SparkManga search returned no usable /manga/ candidate.
6397	ambiguous	Mystery	Multiple or borderline candidates; no mapping was guessed.
6411	not_found	Wicked Young Master And His Innocent Girl	SparkManga search returned no usable /manga/ candidate.
6417	not_found	Honzuki no Gekokujou ~Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen~ Dai 2-bu 「Hon no Tamenara Miko ni Naru!」	SparkManga search returned no usable /manga/ candidate.
6418	ambiguous	Girlfriend	Multiple or borderline candidates; no mapping was guessed.
6421	ambiguous	bless	Multiple or borderline candidates; no mapping was guessed.
6448	not_found	ساسكو و راكو	SparkManga search returned no usable /manga/ candidate.
6499	ambiguous	Fake: I'm not a wicked match	Multiple or borderline candidates; no mapping was guessed.
6509	not_found	Our Lonely War	SparkManga search returned no usable /manga/ candidate.
6510	not_found	Nye Eventyr	SparkManga search returned no usable /manga/ candidate.
6513	not_found	My encounter with a lil zombie	SparkManga search returned no usable /manga/ candidate.
6556	not_found	Paeoniae elegiac · No return song	SparkManga search returned no usable /manga/ candidate.
6582	not_found	15 Years Old: Starting Today We’ll Be Living Together	SparkManga search returned no usable /manga/ candidate.
6607	ambiguous	Necromance	Multiple or borderline candidates; no mapping was guessed.
6624	not_found	Pomegrante Flowers in Late Spring	SparkManga search returned no usable /manga/ candidate.
6644	not_found	The Witch of 2-A	Candidates existed, but none reached the safe match threshold.
6686	ambiguous	The Archmage Returns After 4000 Years	Multiple or borderline candidates; no mapping was guessed.
6690	ambiguous	Touch the Empyrean	Spark slug is already mapped to series_id=3130.
6695	ambiguous	Arma	Multiple or borderline candidates; no mapping was guessed.
6713	ambiguous	Suki Toka Ienai!	Spark slug is already mapped to series_id=2208.
6721	ambiguous	The Redemption of the Blue Rose Princess	Multiple or borderline candidates; no mapping was guessed.
6734	not_found	Movie Star And Pan	SparkManga search returned no usable /manga/ candidate.
6754	not_found	I'll Become a Villainess That Will Go Down in History ― The More of a Villainess I Become, the More the Prince will Dote on Me	SparkManga search returned no usable /manga/ candidate.
6770	ambiguous	Pregnant Wife, One Plus One	Multiple or borderline candidates; no mapping was guessed.
6785	not_found	Tweener	SparkManga search returned no usable /manga/ candidate.
6787	not_found	world of warcraft Three Sisters	SparkManga search returned no usable /manga/ candidate.
6788	not_found	There Is No Fantasy For Alice	SparkManga search returned no usable /manga/ candidate.
6823	not_found	Re:Zero Kara Hajimeru Isekai Seikatsu Dai 4-shou – Seiiki to Gouyoku no Majo	SparkManga search returned no usable /manga/ candidate.
6835	ambiguous	Castle	Multiple or borderline candidates; no mapping was guessed.
6837	not_found	Otome no Itari	SparkManga search returned no usable /manga/ candidate.
6839	ambiguous	Player	Multiple or borderline candidates; no mapping was guessed.
6842	ambiguous	Adou	Multiple or borderline candidates; no mapping was guessed.
6862	ambiguous	Mortal Cultivation	Multiple or borderline candidates; no mapping was guessed.
6887	not_found	Carnage-Mind-Bomb	SparkManga search returned no usable /manga/ candidate.
6888	not_found	My Hero! (Tanaka Teko)	SparkManga search returned no usable /manga/ candidate.
6891	ambiguous	Asu, Watashi wa Dareka no Kanojo	Multiple or borderline candidates; no mapping was guessed.
6895	not_found	Reiko’s Style: Despite Being Mistaken for a Rich Villainess, She’s Actually Just Penniless	SparkManga search returned no usable /manga/ candidate.
6931	not_found	Kyuutei Mahou-Shi Kubi Ni Nattande، inaka Ni Kaette Mahou-Ka No Sensei Ni Narimasu	SparkManga search returned no usable /manga/ candidate.
6947	not_found	Originally A Lady With One Line	Candidates existed, but none reached the safe match threshold.
6967	ambiguous	Bungo	Multiple or borderline candidates; no mapping was guessed.
6978	not_found	Puri★Puri	SparkManga search returned no usable /manga/ candidate.
6989	not_found	Osewagakari wa Mamanaranai	SparkManga search returned no usable /manga/ candidate.
7031	not_found	A Life of Face Stealing	SparkManga search returned no usable /manga/ candidate.
7034	not_found	Hamefura x Arte	SparkManga search returned no usable /manga/ candidate.
7036	not_found	Wondance	SparkManga search returned no usable /manga/ candidate.
7038	not_found	Your perfume	SparkManga search returned no usable /manga/ candidate.
7040	not_found	Fate and contract wife	SparkManga search returned no usable /manga/ candidate.
7041	not_found	Death's Garden	SparkManga search returned no usable /manga/ candidate.
7042	not_found	President's Dear Proud Wife	SparkManga search returned no usable /manga/ candidate.
7045	not_found	Rettou Gan No Tensei Majutsushi ~ Shiitage Rareta Saikyou No Minashigo Ga Isekai De Musou Suru	SparkManga search returned no usable /manga/ candidate.
7046	not_found	Sono Hoshi o Boku-tachi wa Koi to Yobu Koto ni Suru	SparkManga search returned no usable /manga/ candidate.
7047	not_found	The season you passed	SparkManga search returned no usable /manga/ candidate.
7050	not_found	Don't Call Me Lady!	SparkManga search returned no usable /manga/ candidate.
7054	not_found	I Have Nine Female Disciples	Candidates existed, but none reached the safe match threshold.
7055	not_found	Living With A Villainous Boss	SparkManga search returned no usable /manga/ candidate.
7056	not_found	Hiro-Kun Ga Sensei	SparkManga search returned no usable /manga/ candidate.
7058	not_found	De Novo	SparkManga search returned no usable /manga/ candidate.
7059	not_found	It's A Beautiful Day	SparkManga search returned no usable /manga/ candidate.
7060	not_found	Pumpkin Night Gaiden - Naoko	SparkManga search returned no usable /manga/ candidate.
7087	not_found	I’m the Demon Queen, but for Some Reason the Hero Is Doting on Me	SparkManga search returned no usable /manga/ candidate.
7133	ambiguous	Kiseijuu Reversi	Spark slug is already mapped to series_id=2144.
7141	ambiguous	Crush	Multiple or borderline candidates; no mapping was guessed.
7154	not_found	The God of plane will try to be lazy today	SparkManga search returned no usable /manga/ candidate.
7156	not_found	Deadly smoke	SparkManga search returned no usable /manga/ candidate.
7161	not_found	11me	SparkManga search returned no usable /manga/ candidate.
7162	not_found	The Chaos sisters	SparkManga search returned no usable /manga/ candidate.
7166	not_found	The House in Fata Morgana – The Veil Over Your Eyes	SparkManga search returned no usable /manga/ candidate.
7167	ambiguous	God of Cooking	Multiple or borderline candidates; no mapping was guessed.
7234	not_found	ظل وضوء	Candidates existed, but none reached the safe match threshold.
7258	not_found	The Villainous Daughter's Lazy Sigh	SparkManga search returned no usable /manga/ candidate.
7259	not_found	The Playpen	SparkManga search returned no usable /manga/ candidate.
7274	ambiguous	IF	Multiple or borderline candidates; no mapping was guessed.
7280	ambiguous	The Unbridled Medical Consort	Spark slug is already mapped to series_id=4387.
7343	not_found	Necrobride	SparkManga search returned no usable /manga/ candidate.
7347	ambiguous	The Reborn	Multiple or borderline candidates; no mapping was guessed.
7358	not_found	Tori and samuel	SparkManga search returned no usable /manga/ candidate.
7359	not_found	Heir To A Desert Legacy	SparkManga search returned no usable /manga/ candidate.
7360	not_found	The Servant of the Ultimate Party ~A Middle-Aged Man Forced to Take a Holiday	SparkManga search returned no usable /manga/ candidate.
7361	not_found	Cheat skill "shisha sosei" ga kakusei shite inishieno maougun wo fukkatsu sasete shimaimashita ~dare mo shinasenai saikyou hiiro~	SparkManga search returned no usable /manga/ candidate.
7362	not_found	Heaven Plan	Candidates existed, but none reached the safe match threshold.
7368	not_found	The Chef Hides His Blessing	SparkManga search returned no usable /manga/ candidate.
7393	ambiguous	Kiss me please	Multiple or borderline candidates; no mapping was guessed.
7432	not_found	Kimi ni Todoke Special ～Soulmate～	SparkManga search returned no usable /manga/ candidate.
7438	not_found	Death Sin	Candidates existed, but none reached the safe match threshold.
7441	not_found	A Were Wolf boy	Candidates existed, but none reached the safe match threshold.
7447	ambiguous	Nikakiri!, Nica and Killey!	Spark slug is already mapped to series_id=3903.
7486	not_found	Thirst of Angels	SparkManga search returned no usable /manga/ candidate.
7490	not_found	How Do We Be in Love When We Don’t Have a Body	SparkManga search returned no usable /manga/ candidate.
7503	not_found	Tokyo Kaido	SparkManga search returned no usable /manga/ candidate.
7543	not_found	A Demon Goddess	Candidates existed, but none reached the safe match threshold.
7554	ambiguous	Emperor Shaotian Sweet Marriage	Multiple or borderline candidates; no mapping was guessed.
7557	not_found	Dark love of nine tailed fox	SparkManga search returned no usable /manga/ candidate.
7558	not_found	Get Out of My Way, Prince!	SparkManga search returned no usable /manga/ candidate.
7559	not_found	Chronoctis express	SparkManga search returned no usable /manga/ candidate.
7560	not_found	Puppy Love with Robot	SparkManga search returned no usable /manga/ candidate.
7561	ambiguous	Unrequited Love	Multiple or borderline candidates; no mapping was guessed.
7562	not_found	Satsujinki to Fushi no Majutsu-shi	SparkManga search returned no usable /manga/ candidate.
7572	not_found	الملك و الوزير	Candidates existed, but none reached the safe match threshold.
7573	not_found	Mommy Is Coming, Daddy Watch Out!	SparkManga search returned no usable /manga/ candidate.
7586	not_found	It Seems My Lady Is the Villainess with Only a Bad End, so I’m Thinking of Saving Her	SparkManga search returned no usable /manga/ candidate.
7602	ambiguous	Mia	Multiple or borderline candidates; no mapping was guessed.
7606	not_found	General don't indulge	SparkManga search returned no usable /manga/ candidate.
7609	not_found	County Princess Will Not Marry Four Times	SparkManga search returned no usable /manga/ candidate.
7610	not_found	Saphie: The One-Eyed Cat	SparkManga search returned no usable /manga/ candidate.
7617	ambiguous	overpowered‪‪	Multiple or borderline candidates; no mapping was guessed.
7634	ambiguous	Revenge Must be Served Cold	Multiple or borderline candidates; no mapping was guessed.
7641	not_found	The black cat :يارين	SparkManga search returned no usable /manga/ candidate.
7648	not_found	Spice to Custard⁣	SparkManga search returned no usable /manga/ candidate.
7674	ambiguous	Lone	Multiple or borderline candidates; no mapping was guessed.
7693	not_found	WTF معركة！	SparkManga search returned no usable /manga/ candidate.
7724	not_found	Exclusive Stewardess of Mr. CEO	SparkManga search returned no usable /manga/ candidate.
7726	not_found	Prince Of Daxia	SparkManga search returned no usable /manga/ candidate.
7727	not_found	The Mermaid's Pond	SparkManga search returned no usable /manga/ candidate.
7728	not_found	Halal Food with Me and My Little Brother	SparkManga search returned no usable /manga/ candidate.
7729	ambiguous	Love Song	Multiple or borderline candidates; no mapping was guessed.
7732	not_found	While We Broke Up	SparkManga search returned no usable /manga/ candidate.
7733	not_found	Isekai Tensei... Saretenee	SparkManga search returned no usable /manga/ candidate.
7735	not_found	Different Country Diary	SparkManga search returned no usable /manga/ candidate.
7740	not_found	Reincarnated as a side character!	SparkManga search returned no usable /manga/ candidate.
7741	not_found	Abnormal Hunting	SparkManga search returned no usable /manga/ candidate.
7745	not_found	Edward's Diary	SparkManga search returned no usable /manga/ candidate.
7746	not_found	Inshin no Yuki	SparkManga search returned no usable /manga/ candidate.
7748	not_found	Show Window Couple	SparkManga search returned no usable /manga/ candidate.
7749	not_found	The Corporate slave OL and the demon shota	SparkManga search returned no usable /manga/ candidate.
7751	not_found	Kuro no Tantei	SparkManga search returned no usable /manga/ candidate.
7752	not_found	Karesen joshikousei to tokikake ojisan	SparkManga search returned no usable /manga/ candidate.
7753	not_found	Akuyaku Reijou Desu ga, Kouyaku Taishou no Yousu ga Ijou Sugiru	SparkManga search returned no usable /manga/ candidate.
7756	not_found	Survive in the animal world comics	SparkManga search returned no usable /manga/ candidate.
7758	not_found	Cuprum no Hanayome	SparkManga search returned no usable /manga/ candidate.
7762	not_found	kamo pact with the spirit world	SparkManga search returned no usable /manga/ candidate.
7765	not_found	So That's How I, The Saintess, Became The Devil Of Revenge	SparkManga search returned no usable /manga/ candidate.
7766	not_found	Kanojo to Kare no Shuumatsu	SparkManga search returned no usable /manga/ candidate.
7767	not_found	General, Please Stay	SparkManga search returned no usable /manga/ candidate.
7768	not_found	The Haunter of the Dark	SparkManga search returned no usable /manga/ candidate.
7773	not_found	Secret love letter (H)	SparkManga search returned no usable /manga/ candidate.
7780	not_found	On my third birthday, I became a queen	SparkManga search returned no usable /manga/ candidate.
7783	not_found	My Cursed Prince Charming	SparkManga search returned no usable /manga/ candidate.
7784	not_found	Van Helsing: Darkness Blood	SparkManga search returned no usable /manga/ candidate.
7786	not_found	Ensemble Stars! Ready for Star	SparkManga search returned no usable /manga/ candidate.
7788	not_found	Dare Datte Skylark	SparkManga search returned no usable /manga/ candidate.
7789	not_found	Forbidden Identity	SparkManga search returned no usable /manga/ candidate.
7792	not_found	Full -time master	Candidates existed, but none reached the safe match threshold.
7793	not_found	Ghost Chat	SparkManga search returned no usable /manga/ candidate.
7794	not_found	Where the sea breeze blew	SparkManga search returned no usable /manga/ candidate.
7795	ambiguous	Herscherik R - The Epic of the Reincarnated Prince	Spark slug is already mapped to series_id=5823.
7797	not_found	im the super hero!	SparkManga search returned no usable /manga/ candidate.
7798	not_found	Kuzuna Kimi Shika Aisenai	SparkManga search returned no usable /manga/ candidate.
7800	not_found	Dance Among the Stars	SparkManga search returned no usable /manga/ candidate.
7803	not_found	KILLMAX	SparkManga search returned no usable /manga/ candidate.
7804	not_found	101 Kaime no Suki	SparkManga search returned no usable /manga/ candidate.
7806	not_found	Furidashi ni Ochiru!	SparkManga search returned no usable /manga/ candidate.
7808	not_found	Osake no Tame ni Otome Game Setting wo Buchikowashita Kekka, Akuyaku Reijou ga Cheat Reijou ni Narimashita	SparkManga search returned no usable /manga/ candidate.
7811	error	It's Not What You Think	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7812	error	Katabami to Ougon	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7815	error	Fairy King's Daily Life	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7816	error	the queen's trial	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7831	error	I Reincarnated as a White Pig Noble's Daughter from a Shoujo Manga reBoooot!	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7836	error	Na no Hanabatake de Tsukamaete	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7845	error	Aishiteruze Baby★★	521 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7862	error	devil’s love	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7903	error	I Fell Into a Reverse Harem Game!	525 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7942	error	Venus Trap	521 Server Error: <none> for url: https://sparkmanga.net/wp-admin/admin-ajax.php
7948	not_found	سيف دمعة القمر	SparkManga search returned no usable /manga/ candidate.
7950	not_found	The Soaring Phoenix	Candidates existed, but none reached the safe match threshold.
7956	not_found	Jealousy Inducers	SparkManga search returned no usable /manga/ candidate.
7957	not_found	I Am - artists blackpink	SparkManga search returned no usable /manga/ candidate.
7999	not_found	Secret X Siblings	SparkManga search returned no usable /manga/ candidate.
8011	ambiguous	Scandal	Multiple or borderline candidates; no mapping was guessed.
8067	not_found	My korean boyfriend	SparkManga search returned no usable /manga/ candidate.
8069	not_found	Kekkon surutte, hontou desu ka?	Candidates existed, but none reached the safe match threshold.
8072	not_found	Maze garden	SparkManga search returned no usable /manga/ candidate.
8073	ambiguous	The Demon Lord Wants to Die	Multiple or borderline candidates; no mapping was guessed.
8101	not_found	البحث عن الحقيقة	Candidates existed, but none reached the safe match threshold.
8124	not_found	Kimi wa Tsukiyo ni Hikari Kagayaku	SparkManga search returned no usable /manga/ candidate.
8143	not_found	Portrait of Queen Berta: I Accidentally Got Pregnant With His Majesty’s Child	SparkManga search returned no usable /manga/ candidate.
8160	not_found	Your Majesty, Please Spare Me This Time	Candidates existed, but none reached the safe match threshold.
8167	ambiguous	Aire	Multiple or borderline candidates; no mapping was guessed.
8170	not_found	I Dream of Health, Wealth, and a Long Life	Candidates existed, but none reached the safe match threshold.
8204	not_found	Kyo Koso wa Osoi ni Kite yo، Inkyubasu-kun	SparkManga search returned no usable /manga/ candidate.
8213	not_found	Good Night World	SparkManga search returned no usable /manga/ candidate.
8218	not_found	mr. magician and miss science	SparkManga search returned no usable /manga/ candidate.
8219	not_found	Da Yomanville Gang	SparkManga search returned no usable /manga/ candidate.
8220	not_found	Tang Yin in Another Realm II	SparkManga search returned no usable /manga/ candidate.
8224	not_found	Darth Vader 2017	SparkManga search returned no usable /manga/ candidate.
8227	not_found	Strange detective	SparkManga search returned no usable /manga/ candidate.
8228	not_found	Star Wars: The Rise Of Kylo Ren	SparkManga search returned no usable /manga/ candidate.
8230	not_found	Moujyuu wa Ori no Naka	SparkManga search returned no usable /manga/ candidate.
8233	not_found	Ying You Chang Feng Yi Bi Yuan	SparkManga search returned no usable /manga/ candidate.
8235	not_found	Tonari no Kumazawa-kun	SparkManga search returned no usable /manga/ candidate.
8237	ambiguous	Am I the Daughter?	Multiple or borderline candidates; no mapping was guessed.
8239	not_found	The Correct Way to Catch Pet Waifus	SparkManga search returned no usable /manga/ candidate.
8266	ambiguous	BLEND	Spark slug is already mapped to series_id=3780.
8267	ambiguous	Revenge	Multiple or borderline candidates; no mapping was guessed.
8296	ambiguous	Kuchi ga Saketemo Kimi Ni Wa	Spark slug is already mapped to series_id=6918.
8308	ambiguous	Miracle Nikki NPCs' Fantastical Daily Lives	Spark slug is already mapped to series_id=5255.
8323	not_found	ZOMBIE MAKEOUT CLUB	SparkManga search returned no usable /manga/ candidate.
8331	not_found	Ghost Reaper Girl	SparkManga search returned no usable /manga/ candidate.
8332	not_found	Seishun Cinderella	SparkManga search returned no usable /manga/ candidate.
8367	not_found	Elixir of the Sun	Candidates existed, but none reached the safe match threshold.
8373	not_found	I’m Raising a Man in a Different World: The Divine Doctor, Miss Jiu	SparkManga search returned no usable /manga/ candidate.
8384	not_found	شوجو مها السامج	SparkManga search returned no usable /manga/ candidate.
8390	not_found	Rather Than Being an Award Winning Actress, It’s Better to Study at Qing Hua	SparkManga search returned no usable /manga/ candidate.
8408	not_found	I Woke Up as the Ugly Duckling	Candidates existed, but none reached the safe match threshold.
8418	not_found	My disciples are super gods	SparkManga search returned no usable /manga/ candidate.
8427	not_found	Venom (2018)	SparkManga search returned no usable /manga/ candidate.
8435	not_found	BEGINビギン	SparkManga search returned no usable /manga/ candidate.
8436	ambiguous	Chainsaw Man - Digital Colored	Multiple or borderline candidates; no mapping was guessed.
8439	not_found	The Punisher (2018)	SparkManga search returned no usable /manga/ candidate.
