series_id	status	title	reason
11082	ambiguous	Of All Things, I Became a Crow	Multiple or borderline candidates; no mapping was guessed.
11089	ambiguous	From Another World	Multiple or borderline candidates; no mapping was guessed.
11156	not_found	The Beast Emperor and I	Candidates existed, but none reached the safe match threshold.
11165	not_found	I heard my fiancée's heart one day	SparkManga search returned no usable /manga/ candidate.
11167	not_found	THE WHITE الرجل الابيض	SparkManga search returned no usable /manga/ candidate.
11168	not_found	The Villainess Is Worshipped By The Mafia?	SparkManga search returned no usable /manga/ candidate.
11178	ambiguous	Is This Warrior Real?	Multiple or borderline candidates; no mapping was guessed.
11194	not_found	Sponte Day	SparkManga search returned no usable /manga/ candidate.
11263	not_found	متمردوا أورغاسا	SparkManga search returned no usable /manga/ candidate.
11275	not_found	It's an Emergency♡	SparkManga search returned no usable /manga/ candidate.
11278	not_found	Yu☆Gi☆Oh! Rush Duel: Yarouze! Rush Duel!!	SparkManga search returned no usable /manga/ candidate.
11293	not_found	Please Do Errands Instead of Me!	SparkManga search returned no usable /manga/ candidate.
11299	not_found	مستشارة التوجيه	SparkManga search returned no usable /manga/ candidate.
11307	ambiguous	Substitute bride	Multiple or borderline candidates; no mapping was guessed.
11322	not_found	No Couple Is Perfect	Candidates existed, but none reached the safe match threshold.
11325	not_found	2020→2021 Watashitachi no Sukuuru Rabu	SparkManga search returned no usable /manga/ candidate.
11334	not_found	اشين	Candidates existed, but none reached the safe match threshold.
11342	not_found	I Reincarnated as the Little Sister of a Death Game Manga’s Murder Mastermind and Failed	SparkManga search returned no usable /manga/ candidate.
11347	ambiguous	The First Hunter	Spark slug is already mapped to series_id=7820.
11366	not_found	Yu☆Gi☆Oh!: OCG STORIES	SparkManga search returned no usable /manga/ candidate.
11367	not_found	To Be the Koi in the Survival Game	Candidates existed, but none reached the safe match threshold.
11373	not_found	Teacher of the End-Of-The-World Villains	Candidates existed, but none reached the safe match threshold.
11378	not_found	منظمة الموت	Candidates existed, but none reached the safe match threshold.
11381	not_found	في قلبي زهرة	SparkManga search returned no usable /manga/ candidate.
11388	not_found	ابي وجه الثعلب	Candidates existed, but none reached the safe match threshold.
11417	not_found	Mon année	SparkManga search returned no usable /manga/ candidate.
11445	not_found	Twilight sisters	SparkManga search returned no usable /manga/ candidate.
11447	not_found	TsukaEmu	SparkManga search returned no usable /manga/ candidate.
11449	not_found	في غرفة العذاب	SparkManga search returned no usable /manga/ candidate.
11450	not_found	Kamemizu's oneshot collection	SparkManga search returned no usable /manga/ candidate.
11451	not_found	انتقام الروح	Candidates existed, but none reached the safe match threshold.
11452	not_found	عداوة	Candidates existed, but none reached the safe match threshold.
11453	not_found	Her Sixth Rule	SparkManga search returned no usable /manga/ candidate.
11456	not_found	Reincarnated As a Fish	Candidates existed, but none reached the safe match threshold.
11504	ambiguous	Zenith	Multiple or borderline candidates; no mapping was guessed.
11507	not_found	Hollow Souls	SparkManga search returned no usable /manga/ candidate.
11509	not_found	subject: حماد	SparkManga search returned no usable /manga/ candidate.
11543	not_found	طفيليون!!	SparkManga search returned no usable /manga/ candidate.
11545	not_found	Geiger	SparkManga search returned no usable /manga/ candidate.
11569	not_found	الدمار	Candidates existed, but none reached the safe match threshold.
11613	not_found	Evangeline After the Ending	SparkManga search returned no usable /manga/ candidate.
11674	ambiguous	Soul path	Multiple or borderline candidates; no mapping was guessed.
11730	ambiguous	Royal Marriage	Multiple or borderline candidates; no mapping was guessed.
11756	not_found	Don't Fall for the Villainess	SparkManga search returned no usable /manga/ candidate.
11759	not_found	I am the Male Lead's Child	Candidates existed, but none reached the safe match threshold.
11763	not_found	صديقي الخيالي	SparkManga search returned no usable /manga/ candidate.
11796	ambiguous	Shark	Multiple or borderline candidates; no mapping was guessed.
11798	not_found	اميرة العالم	Candidates existed, but none reached the safe match threshold.
11824	not_found	[ blank。]	SparkManga search returned no usable /manga/ candidate.
11839	not_found	الفرصه الاخير	Candidates existed, but none reached the safe match threshold.
11930	not_found	Betwixt	SparkManga search returned no usable /manga/ candidate.
11934	not_found	The Perfect Hybrid	Candidates existed, but none reached the safe match threshold.
11937	not_found	الارض الشاحبة	SparkManga search returned no usable /manga/ candidate.
11942	not_found	Us That Day	SparkManga search returned no usable /manga/ candidate.
11946	not_found	We are currently taking orders	SparkManga search returned no usable /manga/ candidate.
11947	not_found	Dragon King of the Sun	SparkManga search returned no usable /manga/ candidate.
11948	not_found	ONE MORE NECKLACE	SparkManga search returned no usable /manga/ candidate.
11949	not_found	‏Iincho to Furyou-kun	SparkManga search returned no usable /manga/ candidate.
11951	not_found	Asterisk The Dragon Walking on the Milky Way	SparkManga search returned no usable /manga/ candidate.
11952	not_found	Lighter	Candidates existed, but none reached the safe match threshold.
11953	not_found	Picky	SparkManga search returned no usable /manga/ candidate.
11954	not_found	Koi Datte Kimi ni Tokasaretai	SparkManga search returned no usable /manga/ candidate.
11956	not_found	I'm Imokusa daughter, but she liked me when I helped the villain son.	SparkManga search returned no usable /manga/ candidate.
11958	not_found	Heart no Kuni no Alice - Tokei Usagi to Gogo no Koucha o	SparkManga search returned no usable /manga/ candidate.
11960	not_found	Deemo	SparkManga search returned no usable /manga/ candidate.
11961	not_found	Yuusha Party ni Kawaii Ko ga Ita no de, Kokuhaku Shite Mita	SparkManga search returned no usable /manga/ candidate.
11962	not_found	Fate has a strange ,strange taste	SparkManga search returned no usable /manga/ candidate.
11964	not_found	The Umbrella Academy: Apocalypse suite	SparkManga search returned no usable /manga/ candidate.
11965	not_found	My childhood friend and I who don't smile easily	SparkManga search returned no usable /manga/ candidate.
11966	not_found	Creative man and woman	SparkManga search returned no usable /manga/ candidate.
11968	not_found	One Piece Databook	SparkManga search returned no usable /manga/ candidate.
11969	not_found	Wake Wakannai Kimi ga Suki	SparkManga search returned no usable /manga/ candidate.
11970	not_found	King of Eden	SparkManga search returned no usable /manga/ candidate.
11971	not_found	Insects of the Night	SparkManga search returned no usable /manga/ candidate.
11972	ambiguous	A Dream	Multiple or borderline candidates; no mapping was guessed.
11981	not_found	Sandwiched	SparkManga search returned no usable /manga/ candidate.
11982	not_found	Happy to see you happy	SparkManga search returned no usable /manga/ candidate.
11983	not_found	another annoying life	SparkManga search returned no usable /manga/ candidate.
11985	not_found	Mirukarani Ayashii Futari	SparkManga search returned no usable /manga/ candidate.
11987	not_found	The Shaman, Baek Cheoyong	SparkManga search returned no usable /manga/ candidate.
11988	not_found	Maiden of the Sky and the Prince of Light The Cursed Villain Lady Wants Love	SparkManga search returned no usable /manga/ candidate.
11991	not_found	Until My Bentos Are Made With the Loving Care of My Wife	SparkManga search returned no usable /manga/ candidate.
11992	not_found	الأميرة المختارة	Candidates existed, but none reached the safe match threshold.
11993	not_found	Jupiter-Men	SparkManga search returned no usable /manga/ candidate.
11998	not_found	Logout Disabled in VR Chat	SparkManga search returned no usable /manga/ candidate.
12000	not_found	Mio no na no moto ni	SparkManga search returned no usable /manga/ candidate.
12001	not_found	Stage S	Candidates existed, but none reached the safe match threshold.
12002	not_found	The Rain Spirit That Will Disappear in 30 Days	SparkManga search returned no usable /manga/ candidate.
12003	not_found	Julius Caesar	SparkManga search returned no usable /manga/ candidate.
12005	not_found	Blood Pat	SparkManga search returned no usable /manga/ candidate.
12007	not_found	Forget About My Husband, I'd Rather Go Make Money	SparkManga search returned no usable /manga/ candidate.
12008	not_found	Hand jumper new	SparkManga search returned no usable /manga/ candidate.
12010	not_found	الهروب الى طوكيو	Candidates existed, but none reached the safe match threshold.
12012	not_found	Alice no Rakuen	SparkManga search returned no usable /manga/ candidate.
12014	not_found	Did the goddess survive today?	SparkManga search returned no usable /manga/ candidate.
12015	not_found	Shou Hun Zhe: Gui Han Zhua Gui	SparkManga search returned no usable /manga/ candidate.
12017	not_found	Dead Knight Gunther	SparkManga search returned no usable /manga/ candidate.
12018	not_found	Matazoro	SparkManga search returned no usable /manga/ candidate.
12019	not_found	Ryo and Mikoto	SparkManga search returned no usable /manga/ candidate.
12020	not_found	Psychometry Extrasensory Detective	SparkManga search returned no usable /manga/ candidate.
12021	not_found	Niwa Ni Wa Niwa Niwatori Ga Ita	SparkManga search returned no usable /manga/ candidate.
12022	not_found	I Am Possessed by the Sword God	SparkManga search returned no usable /manga/ candidate.
12026	not_found	Jet-Black Governess	SparkManga search returned no usable /manga/ candidate.
12029	not_found	The Duchess's Secret Writings	SparkManga search returned no usable /manga/ candidate.
12030	not_found	In the Rose Garden	SparkManga search returned no usable /manga/ candidate.
12031	not_found	The Legend of Genji	SparkManga search returned no usable /manga/ candidate.
12032	not_found	Cute is the Best	SparkManga search returned no usable /manga/ candidate.
12038	not_found	Devil's Forest	SparkManga search returned no usable /manga/ candidate.
12039	not_found	Koisuru otomewa kakusenai	SparkManga search returned no usable /manga/ candidate.
12040	not_found	Hisashiburi, sukidesu	SparkManga search returned no usable /manga/ candidate.
12043	not_found	the opposite	SparkManga search returned no usable /manga/ candidate.
12046	not_found	Wu Shang Shen Tu	Candidates existed, but none reached the safe match threshold.
12048	not_found	Joou Ophiria yo, Onore no Shi no Nazo wo Toke	SparkManga search returned no usable /manga/ candidate.
12053	not_found	The Dragon's Worthless Nine Sons	SparkManga search returned no usable /manga/ candidate.
12054	not_found	Scroll if You Dare	SparkManga search returned no usable /manga/ candidate.
12055	not_found	Killer Bang: The First Kill	SparkManga search returned no usable /manga/ candidate.
12059	not_found	No Dating Allowed in School	SparkManga search returned no usable /manga/ candidate.
12060	not_found	Has the rain stopped?	SparkManga search returned no usable /manga/ candidate.
12061	not_found	Kimi no te ni wa	Candidates existed, but none reached the safe match threshold.
12062	not_found	Shin kurosawa saikyou densetsu	SparkManga search returned no usable /manga/ candidate.
12065	not_found	Alone in Silence	SparkManga search returned no usable /manga/ candidate.
12066	not_found	Conquer the Throne Highschool	SparkManga search returned no usable /manga/ candidate.
12068	not_found	Akatsuki no Yona ( official color )	SparkManga search returned no usable /manga/ candidate.
12069	not_found	Kawaikute gomen ne?	SparkManga search returned no usable /manga/ candidate.
12070	not_found	Mitai Mitai	Candidates existed, but none reached the safe match threshold.
12072	not_found	خلف المفتاح	Candidates existed, but none reached the safe match threshold.
12083	not_found	I'll Become the Mother of the Hero	SparkManga search returned no usable /manga/ candidate.
12138	not_found	Adelia – The Shackles of Flowers	Candidates existed, but none reached the safe match threshold.
12155	not_found	شتاء وصيف	SparkManga search returned no usable /manga/ candidate.
12157	ambiguous	I Stole the Number One Ranker’s Soul	Spark slug is already mapped to series_id=9561.
12161	not_found	Lu Bu's Life Simulator	SparkManga search returned no usable /manga/ candidate.
12171	not_found	مراحل الغزو الخمس	SparkManga search returned no usable /manga/ candidate.
12195	not_found	They Said I Am the Villain's Eldest Daughter - old version	SparkManga search returned no usable /manga/ candidate.
12224	ambiguous	Martial Wild West	Multiple or borderline candidates; no mapping was guessed.
12250	ambiguous	Book Eater	Multiple or borderline candidates; no mapping was guessed.
12275	not_found	The Sunny Day in the Rat Hole	SparkManga search returned no usable /manga/ candidate.
12341	not_found	The Demon's Darling Daughter	SparkManga search returned no usable /manga/ candidate.
12352	ambiguous	The Prince's Fiancee	Multiple or borderline candidates; no mapping was guessed.
12358	not_found	أمل زائف	Candidates existed, but none reached the safe match threshold.
12371	not_found	جواهر لوسيفر	SparkManga search returned no usable /manga/ candidate.
12383	not_found	الغوص في قلعة الأمير.	SparkManga search returned no usable /manga/ candidate.
12404	not_found	Boku no Hero Academia - Knight Alliance (Doujinshi)	SparkManga search returned no usable /manga/ candidate.
12408	ambiguous	Ranker	Multiple or borderline candidates; no mapping was guessed.
12410	not_found	Youngest Son of the Renowned Magic Clan	Candidates existed, but none reached the safe match threshold.
12423	ambiguous	Empress of the Ashes	Multiple or borderline candidates; no mapping was guessed.
12437	not_found	ضياء الفضاء:رحلة بلا عودة ج٢	SparkManga search returned no usable /manga/ candidate.
12450	not_found	للرواية عنوان	SparkManga search returned no usable /manga/ candidate.
12464	not_found	Killing Evolution From a Sword	Candidates existed, but none reached the safe match threshold.
12474	not_found	يوم مشؤوم	Candidates existed, but none reached the safe match threshold.
12483	not_found	نارا	Candidates existed, but none reached the safe match threshold.
12498	not_found	Shashin	Candidates existed, but none reached the safe match threshold.
12509	not_found	عناقيد المجرات (ون شوت)	SparkManga search returned no usable /manga/ candidate.
12529	not_found	My Mother Gets Married Again	Candidates existed, but none reached the safe match threshold.
12553	not_found	Infinite Wizard	Candidates existed, but none reached the safe match threshold.
12571	not_found	Welcome, It’s Your First Time Seeing a Cute Villain, Isn’t It?	SparkManga search returned no usable /manga/ candidate.
12572	not_found	Back to the Year When My Husband Was the School Hunk	SparkManga search returned no usable /manga/ candidate.
12573	ambiguous	Ponkotsu no Tomodachi	Multiple or borderline candidates; no mapping was guessed.
12589	not_found	How to Survive As The Devil's Daughter	SparkManga search returned no usable /manga/ candidate.
12594	not_found	صراع المملكة	Candidates existed, but none reached the safe match threshold.
12633	not_found	The Heroine Has Her Eyes on Me as Her Brother’s Wife	SparkManga search returned no usable /manga/ candidate.
12640	ambiguous	The Flower of the Beast	Spark slug is already mapped to series_id=10159.
12677	not_found	The Elite Princess' Lead Guide	SparkManga search returned no usable /manga/ candidate.
12692	not_found	About my husband being too cute	SparkManga search returned no usable /manga/ candidate.
12695	ambiguous	Wind	Multiple or borderline candidates; no mapping was guessed.
12704	not_found	Itsuka oujisama ni choco wo	SparkManga search returned no usable /manga/ candidate.
12710	not_found	Didn't This Happen When You Live In The Countryside	SparkManga search returned no usable /manga/ candidate.
12721	not_found	Roso	Candidates existed, but none reached the safe match threshold.
12776	not_found	The Hero’s Younger Brother Is a Deceased Person in the Academy	SparkManga search returned no usable /manga/ candidate.
12807	ambiguous	I Became The Male Lead’s Female Friend	Spark slug is already mapped to series_id=7750.
12829	ambiguous	Koma	Multiple or borderline candidates; no mapping was guessed.
12882	not_found	A secondary character wants to be evil	SparkManga search returned no usable /manga/ candidate.
12892	not_found	Kiwameta Renkinjutsu Ni، Fukanou Wa Nai.	SparkManga search returned no usable /manga/ candidate.
12893	not_found	كيف لا تنظر حولك؟	SparkManga search returned no usable /manga/ candidate.
12913	not_found	Summer fever-One shot	SparkManga search returned no usable /manga/ candidate.
12932	not_found	كيميت	Candidates existed, but none reached the safe match threshold.
12943	ambiguous	Kimi wa Yakamashi Tojite yo Kuchi wo!	Multiple or borderline candidates; no mapping was guessed.
12983	not_found	كعكة البرتقال	SparkManga search returned no usable /manga/ candidate.
13042	not_found	I'm Being Raised by Villains	SparkManga search returned no usable /manga/ candidate.
13046	not_found	HANZO - هانزو	SparkManga search returned no usable /manga/ candidate.
13054	ambiguous	Chocolate milk	Multiple or borderline candidates; no mapping was guessed.
13098	not_found	أنقذني سقوطي	SparkManga search returned no usable /manga/ candidate.
13131	not_found	Fufu로 색칠하기	SparkManga search returned no usable /manga/ candidate.
13149	not_found	مدرسة الفنون الإسطورية الدوري الأخير للأكوان الأخيرة النهائية الإسطورية الخارقة النهائية	SparkManga search returned no usable /manga/ candidate.
13156	not_found	My Future Habit ♡	SparkManga search returned no usable /manga/ candidate.
13190	ambiguous	Baby dragon tames crazy guys	Multiple or borderline candidates; no mapping was guessed.
13192	not_found	اختي الصغيرة بريئة	SparkManga search returned no usable /manga/ candidate.
13216	not_found	الشخصيات الثانوية	Candidates existed, but none reached the safe match threshold.
13230	ambiguous	Dragon Ball	Multiple or borderline candidates; no mapping was guessed.
13236	ambiguous	Naruto: Road to Ninja	Multiple or borderline candidates; no mapping was guessed.
13237	ambiguous	Naruto	Multiple or borderline candidates; no mapping was guessed.
13250	ambiguous	Another	Multiple or borderline candidates; no mapping was guessed.
13264	not_found	المهمة الأخيرة	Candidates existed, but none reached the safe match threshold.
13288	not_found	-SINS-	Candidates existed, but none reached the safe match threshold.
13307	not_found	نوري الوحيد	Candidates existed, but none reached the safe match threshold.
13319	ambiguous	Master Keaton Remaster	Spark slug is already mapped to series_id=1375.
13350	not_found	Dagashi Kashi	SparkManga search returned no usable /manga/ candidate.
13368	not_found	Adios April	SparkManga search returned no usable /manga/ candidate.
13372	not_found	مأساه البطله	Candidates existed, but none reached the safe match threshold.
13377	ambiguous	The Monster Male Lead Lives Under My Bed	Multiple or borderline candidates; no mapping was guessed.
13378	not_found	من يعلم	Candidates existed, but none reached the safe match threshold.
13384	not_found	!ايها السحرة إحذروا الفرسان	SparkManga search returned no usable /manga/ candidate.
13396	not_found	حكايات سوسن	SparkManga search returned no usable /manga/ candidate.
13401	not_found	شعلةُ نار	SparkManga search returned no usable /manga/ candidate.
13412	not_found	اللعب مع الحقيقة	Candidates existed, but none reached the safe match threshold.
13436	ambiguous	Falling For Danger	Spark slug is already mapped to series_id=13205.
13448	not_found	ARTSH (آرتش)	SparkManga search returned no usable /manga/ candidate.
13454	ambiguous	You Shou Yan	Multiple or borderline candidates; no mapping was guessed.
13471	not_found	الحريق الجميل (AU)	SparkManga search returned no usable /manga/ candidate.
13490	not_found	Hoshi Mamoru Inu	SparkManga search returned no usable /manga/ candidate.
13496	ambiguous	To Those Who Wish For My Destruction	Multiple or borderline candidates; no mapping was guessed.
13522	not_found	I Stole the Female Lead's First Love	SparkManga search returned no usable /manga/ candidate.
13526	ambiguous	Return of the Iron-Blooded Hound	Multiple or borderline candidates; no mapping was guessed.
13532	not_found	Bookhead	SparkManga search returned no usable /manga/ candidate.
13553	not_found	I Bring My Kid to Blow Up My Ex Husband’s House	SparkManga search returned no usable /manga/ candidate.
13555	not_found	حياة بلاستيكية	Candidates existed, but none reached the safe match threshold.
13558	not_found	Marriagetoxin	SparkManga search returned no usable /manga/ candidate.
13590	ambiguous	Resetting lady	Spark slug is already mapped to series_id=11975.
13615	ambiguous	Queen of Poison: The Legend of a Super Agent	Spark slug is already mapped to series_id=6366.
13676	ambiguous	I,m The Villainess, but I,m Happy Because I,m Healthy	Spark slug is already mapped to series_id=12830.
13682	not_found	Kimi wo Aisuru ki wa nai” to Itta Jiki Koushaku-sama ga Naze ka Dekiai Shitekimasu	SparkManga search returned no usable /manga/ candidate.
13710	ambiguous	the curse	Multiple or borderline candidates; no mapping was guessed.
13713	ambiguous	In This Life I'm The Protagonist	Spark slug is already mapped to series_id=12304.
13731	ambiguous	Solo Necromancy	Spark slug is already mapped to series_id=10306.
13734	not_found	saigo no kotoba	SparkManga search returned no usable /manga/ candidate.
13735	ambiguous	Lion Heart (Choi Soo-hyun)	Spark slug is already mapped to series_id=11990.
13746	not_found	داخل الزجاجة	SparkManga search returned no usable /manga/ candidate.
13752	not_found	Kareshi Ni Donhiki Saretai Minamoto-San	SparkManga search returned no usable /manga/ candidate.
13771	ambiguous	Monsters of the death land – new	Spark slug is already mapped to series_id=12318.
13772	not_found	When The Witch's Daughter Breaks the Curse of the Male Lead	SparkManga search returned no usable /manga/ candidate.
13785	not_found	Academy'S Genius Swordsman	SparkManga search returned no usable /manga/ candidate.
13789	ambiguous	JoJo's Bizarre Adventure – 17 Plus 4	Spark slug is already mapped to series_id=10377.
13801	not_found	I will become the future empress but I don't know much about this world	SparkManga search returned no usable /manga/ candidate.
13802	ambiguous	Top Tier Providence-Secretly Cultivate for a Thousand Years.	Spark slug is already mapped to series_id=12213.
13807	ambiguous	Trapped in A Cursed Game As an NPC	Spark slug is already mapped to series_id=13473.
13808	ambiguous	Aisha	Multiple or borderline candidates; no mapping was guessed.
13820	not_found	ابنة الدوق ذو الدم البارد	SparkManga search returned no usable /manga/ candidate.
13824	ambiguous	Seduce the Count's Eldest Daughter's Lover	Spark slug is already mapped to series_id=12217.
13829	ambiguous	Shaman king & a garden	Spark slug is already mapped to series_id=10192.
13845	ambiguous	Princess of the Attic	Spark slug is already mapped to series_id=11311.
13847	ambiguous	Like the wind on a dry branch	Spark slug is already mapped to series_id=7958.
13866	ambiguous	It’s My Destiny To Be The Hero’s Savior	Spark slug is already mapped to series_id=11570.
13872	ambiguous	A Single Round at Romance is Enough	Spark slug is already mapped to series_id=10417.
13883	not_found	‏If You Touch My Little Brother, You're All Dead	SparkManga search returned no usable /manga/ candidate.
13901	ambiguous	I bought the land not the man	Spark slug is already mapped to series_id=11400.
13921	ambiguous	Seoul Station Necromancer	Spark slug is already mapped to series_id=10467.
13941	ambiguous	Boku no Hero Academia – Boku no Takahide Youchien (Doujinshi)	Spark slug is already mapped to series_id=10160.
13991	ambiguous	Ultra Despair Girls – Danganronpa Another Episode – Genocider Mode	Spark slug is already mapped to series_id=9921.
13992	ambiguous	Aku no Higan – Beyond Evil	Spark slug is already mapped to series_id=9960.
14030	ambiguous	The Breaker3: Eternal Force	Spark slug is already mapped to series_id=11436.
14051	ambiguous	Pyros – v1	Spark slug is already mapped to series_id=9788.
14058	not_found	My First Planet	SparkManga search returned no usable /manga/ candidate.
14060	not_found	ما حدث حينها	Candidates existed, but none reached the safe match threshold.
14077	ambiguous	Last Karte – Houjuuigakusha Touma Kenshou no Kioku	Spark slug is already mapped to series_id=13345.
14106	ambiguous	I only treat the villains	Spark slug is already mapped to series_id=12608.
14126	ambiguous	?All I Want is ….Who	Spark slug is already mapped to series_id=7339.
14131	ambiguous	معجزة و نبوءة	Spark slug is already mapped to series_id=7548.
14132	not_found	I'm a Banished Villainess, but I'm Accompanied by a Fluffy Creature?! My Peaceful Life Starts	SparkManga search returned no usable /manga/ candidate.
14133	ambiguous	sodom-no-hana-ni-kiraboshi	Spark slug is already mapped to series_id=7870.
14134	not_found	It's Neither Windy or Rainy, and nor Is It Clear	SparkManga search returned no usable /manga/ candidate.
14171	ambiguous	The Unfavourable Job “Appraiser” Is Actually the Strongest	Spark slug is already mapped to series_id=8181.
14188	not_found	Just Because My Apprentice Is the Strongest, Doesn't Mean I'm Strong Too!	SparkManga search returned no usable /manga/ candidate.
14208	ambiguous	Anye Fei Ying – Xin Zhi Shang	Spark slug is already mapped to series_id=8790.
14234	ambiguous	omae tanuki ni naranai ka?	Spark slug is already mapped to series_id=589.
14244	not_found	‏Somebody Please Explain What's Going On Here! ~A Wedding that Began With a Contract~(colored)	SparkManga search returned no usable /manga/ candidate.
14266	ambiguous	Highschool Lunch Dad	Spark slug is already mapped to series_id=8752.
14271	ambiguous	A Daisy Amongst the Roses	Spark slug is already mapped to series_id=9151.
14272	not_found	The Pride of a Tentative Princess – The Flower that Blooms in the Imperial Palace Wishes for the Future	SparkManga search returned no usable /manga/ candidate.
14274	ambiguous	IDOLM@STER – Cinderella Girls – Cinderella Girls Gekijou	Spark slug is already mapped to series_id=9163.
14285	ambiguous	Yu-Gi-Oh! Doujinshi – Anzu Birthday	Spark slug is already mapped to series_id=8917.
14289	ambiguous	A Relationship Communicated Through “Hm” and “Mhm”	Spark slug is already mapped to series_id=9052.
14293	not_found	My S-Rank Party Fired Me for Being a Cursificer I Can Only Make “Cursed Items”, but They're Artifact Class	SparkManga search returned no usable /manga/ candidate.
14324	not_found	I Wouldn't Date a Prince Even If You Asked! The Banished Villainess Will Start Over With the Power of Magic~	SparkManga search returned no usable /manga/ candidate.
14330	ambiguous	Cute Baby From Heaven: Mr. Huo, Please Sign Sudden Baby	Spark slug is already mapped to series_id=12887.
14332	not_found	كورويشي	SparkManga search returned no usable /manga/ candidate.
14333	ambiguous	'Tis Time for “Torture,” Princess	Spark slug is already mapped to series_id=8734.
14365	ambiguous	Azure Night, the Waltz of Rapture	Spark slug is already mapped to series_id=12444.
14366	ambiguous	Injustice: Gods Among Us: Year Three	Spark slug is already mapped to series_id=9232.
14368	ambiguous	Summoned by Being Involved?! and I Was “God”??	Spark slug is already mapped to series_id=9395.
14388	ambiguous	Shinigami Doctor	Spark slug is already mapped to series_id=8496.
14396	not_found	Mahou Tsukai de Hikikomori ؟: Mofumofu Igai to mo Kokoro wo Kayowaseyou Monogatari	SparkManga search returned no usable /manga/ candidate.
14404	not_found	مدينة الريف	Candidates existed, but none reached the safe match threshold.
14454	ambiguous	bungou stray dogs ” steps shadow of yesterday	Spark slug is already mapped to series_id=8347.
14462	not_found	mirror game	SparkManga search returned no usable /manga/ candidate.
14465	not_found	Kongbu Mobile Game	SparkManga search returned no usable /manga/ candidate.
14471	not_found	Akuyaku Reijou Wa Ouji No Honsou (Dekiai) Wo Shiranai	SparkManga search returned no usable /manga/ candidate.
14478	not_found	Andeddo Gāru Mādā Farusu	SparkManga search returned no usable /manga/ candidate.
14490	ambiguous	Fate/Grand Order: Okita Souji’s Interlude “Right Here”	Spark slug is already mapped to series_id=12271.
14491	ambiguous	can't be friends with girls	Spark slug is already mapped to series_id=12212.
14493	not_found	بلورة الذائبة	SparkManga search returned no usable /manga/ candidate.
14506	not_found	The garden of questions	SparkManga search returned no usable /manga/ candidate.
14523	not_found	ساعة رملية	Candidates existed, but none reached the safe match threshold.
14540	not_found	During The Live Streaming, I Proposed To A Female Ghost - And She Actually Agreed?!	SparkManga search returned no usable /manga/ candidate.
14549	not_found	It's Not Love	Candidates existed, but none reached the safe match threshold.
14557	not_found	النهائيات	Candidates existed, but none reached the safe match threshold.
14559	not_found	the most beloved	SparkManga search returned no usable /manga/ candidate.
14571	not_found	Hidden Memories	SparkManga search returned no usable /manga/ candidate.
14583	ambiguous	Dual na Kanojo no Taoshikata	Multiple or borderline candidates; no mapping was guessed.
14585	not_found	أربعة عشر جباناً	SparkManga search returned no usable /manga/ candidate.
14588	ambiguous	The Bromance Book Club	Spark slug is already mapped to series_id=599.
14594	not_found	Aishiteru Game wo Owarasetai	Candidates existed, but none reached the safe match threshold.
14595	ambiguous	Date first &love later	Spark slug is already mapped to series_id=10295.
14598	ambiguous	As The Richest man, I Really Don’t Want To Be Reborn	Spark slug is already mapped to series_id=11389.
14599	not_found	Hayakawa-san and Miura-kunNew	SparkManga search returned no usable /manga/ candidate.
14610	ambiguous	Princess' Dangerous Brothers	Spark slug is already mapped to series_id=10732.
14611	not_found	وحوش ارض الموت	Candidates existed, but none reached the safe match threshold.
14615	not_found	انا ساكون الكئيبة وانت ستكون المرح	SparkManga search returned no usable /manga/ candidate.
14617	not_found	NCT : Dream Contact	SparkManga search returned no usable /manga/ candidate.
14620	not_found	SOS-J	Candidates existed, but none reached the safe match threshold.
14621	not_found	this was our pact	SparkManga search returned no usable /manga/ candidate.
14624	ambiguous	?Is It Fortune or Is It Woe	Spark slug is already mapped to series_id=8309.
14630	not_found	بين المستقبل والحاضر	Candidates existed, but none reached the safe match threshold.
14635	not_found	I Can Do It	Candidates existed, but none reached the safe match threshold.
14636	not_found	Tensura: Bangaihen - Toaru Kyuuka no Sugoshikata	SparkManga search returned no usable /manga/ candidate.
14641	ambiguous	Lovecraft Girls - or How To Prevent The Apocalypse	Spark slug is already mapped to series_id=8319.
14649	not_found	Death God 4	SparkManga search returned no usable /manga/ candidate.
14676	ambiguous	Freak Quency	Spark slug is already mapped to series_id=4803.
14677	not_found	Even Though I'm a Former Noble and a Single Mother, My Daughters Are Too Cute and Working as an Adventurer Isn't Too Much of a Hassle	SparkManga search returned no usable /manga/ candidate.
14692	ambiguous	Death's Lullaby	Spark slug is already mapped to series_id=11448.
14693	ambiguous	Isekai Kenja no Tensei Musou ~Geemu no Chishiki de Isekai Saikyou~	Spark slug is already mapped to series_id=8214.
14700	not_found	Magic Artisan Dahliya Won’t Hang Her Head ~A Free Craftsman Life From Now On~	SparkManga search returned no usable /manga/ candidate.
14703	not_found	It's my first exciting new life love♥	SparkManga search returned no usable /manga/ candidate.
14705	not_found	Prison's Deadly Maze ~The Invincible Assassin's Conquest of Diablo's Forest~	SparkManga search returned no usable /manga/ candidate.
14716	not_found	“Watashi ga Inakute mo Shiawase ni natte Kudasai” Nante, Fuzaken na	SparkManga search returned no usable /manga/ candidate.
14724	not_found	It’s Not Easy To Be A Man After Traveling To The Future	SparkManga search returned no usable /manga/ candidate.
14735	ambiguous	Come On-a My House!	Spark slug is already mapped to series_id=62.
